question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
What must an employer do after receiving a lock-in letter regarding an employee?,"After receiving a lock-in letter, the employer must furnish a copy to the employee within 10 business days of receipt if the employee is still employed as of the date of the notice. The employer must also begin withholding based on the notice starting on the date specified in the notice.",,,,,,,,,,,,
What information is included in the employee's copy of the lock-in letter?,The employee's copy identifies the permitted filing status and provides a description of the withholding instructions the employer is required to follow. It also explains the process by which the employee can provide additional information to the IRS for purposes of determining the appropriate withholding and/or modifying the specified filing status.,,,,,,,,,,,,
When must an employer begin withholding tax based on a lock-in letter from the IRS?,"An employer must begin withholding tax on the basis of the notice for any wages paid after the date specified in the notice. The employer may not withhold immediately upon receiving the notice, as the delay allows the employee time to contact the IRS.",,,,,,,,,,,,
What are an employer's obligations regarding a lock-in letter for seasonal employees or those not currently working?,"For seasonal employees or those not currently performing services, the employer is still required to furnish the employee copy to the employee and withhold based on the notice if: they're paying wages for the employee's prior services subject to income tax withholding on or after the specified date, or if they reasonably expect the employee to resume services within 12 months of the notice date.",,,,,,,,,,,,
What is the primary purpose of the delay between receiving a withholding notice and implementing it?,"The delay between the employer's receipt of the notice and the date to begin withholding on the basis of the notice is specifically designed to permit the employee time to contact the IRS, presumably to address any potential issues or questions regarding the withholding instructions.",,,,,,,,,,,,
What happens to withholding requirements if an employee terminates employment and is later rehired?,"If an employee terminates employment after receiving a withholding notice, the employer must continue to withhold based on that notice if they resume employment with the same employer within 12 months after the termination of the employment relationship.",,,,,,,,,,,,
Under what circumstances is an employee considered to still be employed for withholding purposes during a leave of absence?,An employee is considered to still be employed for withholding purposes if the leave of absence doesn't exceed 12 months or if the employee has a right to re-employment after the leave of absence.,,,,,,,,,,,,
What is a modification notice and what purpose does it serve?,A modification notice is a subsequent notice issued by the IRS after the original withholding notice. It can modify the original notice by changing the permitted filing status and withholding instructions that were specified in the original notice.,,,,,,,,,,,,
What happens if an employee submits a new Form W-4 after receiving an IRS notice that would result in less withholding?,"If an employee provides a new Form W-4 that results in less withholding than would result under the IRS notice or modification notice, the employer must disregard the new Form W-4. The employer must continue withholding based on the IRS notice or modification notice unless the IRS specifically notifies the employer to withhold based on the new Form W-4. The employee must contact the IRS if they want to implement a Form W-4 that results in less withholding.",,,,,,,,,,,,
When must an employer implement a new Form W-4 submitted after an IRS notice?,"An employer must implement a new Form W-4 submitted after an IRS notice only if it results in more withholding than would result under the IRS notice or modification notice. In this case, the employer must withhold tax based on the new Form W-4. Otherwise, the employer should disregard any subsequent Form W-4.",,,,,,,,,,,,
What is a modification notice in the context of tax withholding?,A modification notice is a notice that modifies the original IRS notice. It may change the permitted filing status and withholding instructions. Employers must withhold federal income tax based on the effective date specified in the modification notice.,,,,,,,,,,,,
What should an employer do if they receive a lock-in letter for an employee from a year before 2020?,"For 2025, the employer should continue to follow the instructions in the lock-in letter. They can use the withholding methods described in Publication 15-T for an employee with a Form W-4 from 2019 or earlier, or they may use the optional computational bridge to treat 2019 and earlier Forms W-4 as if they were 2020 or later Forms W-4 for purposes of calculating federal income tax withholding.",,,,,,,,,,,,
When should an employer disregard a Form W-4 provided by an employee?,"An employer should disregard any subsequent Forms W-4 provided by an employee and withhold based on the IRS notice or modification notice, unless the new Form W-4 is submitted in response to an IRS notice or modification notice.",,,,,,,,,,,,
How long should an employer follow the instructions in a pre-2020 lock-in letter?,"An employer should continue following the instructions in the pre-2020 lock-in letter until one of three things happens: they receive a letter releasing the employee from the lock-in procedures, they receive a modification notice, or the employee gives them a new Form W-4 that results in a change (though this last part appears to be cut off in the provided text).",,,,,,,,,,,,
When can an employer disregard a modification notice or new Form W-4 submitted by an employee?,"An employer can disregard a modification notice when the employee gives a new Form W-4 that results in more withholding than would result under the notice. For more information about employer withholding compliance, employers can visit IRS.gov/WHC.",,,,,,,,,,,,
What are the requirements for using a substitute Form W-4?,"Employers can use a substitute Form W-4, but it must contain language identical to the official Form W-4 and meet all current IRS rules for substitute forms. When providing the substitute form to employees, employers must also provide all tables, instructions, and worksheets from the current Form W-4. More information is available in Publication 15-T.",,,,,,,,,,,,
How should employers handle employee-developed substitute Forms W-4?,"Employers cannot accept substitute Forms W-4 developed by employees. An employee who submits an employee-developed substitute Form W-4 after October 10, 2007, will be treated as failing to furnish a Form W-4. However, employers should continue to honor any valid employee-developed Forms W-4 that were accepted before October 11, 2007.",,,,,,,,,,,,
What should an employer do when they receive an invalid Form W-4?,"When an employer receives an invalid Form W-4, they should not use it to figure federal income tax withholding. They should inform the employee that the form is invalid and request another one. If the employee doesn't provide a valid form, and the employer has an earlier valid Form W-4 for this employee, they should continue withholding as they did before. If no earlier valid Form W-4 exists, they should withhold tax as if the employee had checked the box.",,,,,,,,,,,,
What makes a Form W-4 invalid?,"A Form W-4 becomes invalid due to any unauthorized change or addition to the form, including removing language by which the employee certifies the form is correct. It's also invalid if the employee clearly indicates it is false by the date they submit it. Additionally, a form may be treated as invalid if the employee wrote ""exempt"" below Step 4(c) and checked the box in Step 2(c) or entered numbers for Steps 3 and 4.",,,,,,,,,,,,
What are the consequences for an employee who submits a false Form W-4?,An employee who submits a false Form W-4 may be subject to a $500 penalty. The text specifically states this as a potential consequence for falsifying the form.,,,,,,,,,,,,
How should an employer withhold tax if an employee doesn't have a valid earlier Form W-4?,"The employer should withhold tax as if the employee had checked the box for Single or Married filing separately in Step 1(c) and made no entries in Step 2, Step 3, or Step 4 of the 2025 Form W-4.",,,,,,,,,,,,
What is the special rule for employees who were paid wages in 2019 but submit an invalid Form W-4 in 2025?,"Employees who were paid wages in 2019, never submitted a valid Form W-4, and submit an invalid Form W-4 in 2025 should continue to be treated as single and claiming zero allowances on a 2019 Form W-4.",,,,,,,,,,,,
What option does the optional computational bridge provide for handling employees with invalid W-4 forms?,"Under the optional computational bridge, employers may treat an employee with an invalid form as if they had checked the box for Single or Married filing separately in Step 1(c), made no entries in Step 2 and Step 3, entered $8,600 in Step 4(a), and entered zero in Step 4(b) of the 2025 Form W-4.",,,,,,,,,,,,
What must an employer do when they receive a Form 668 series notice?,"When an employer receives a Form 668 series notice (levy notice), they must withhold amounts as described in the instructions for these forms. Publication 1494 contains tables to determine the amount exempt from levy. If a levy from a prior year is still in effect and the taxpayer submits a new Statement of Exemptions and Filing Status, the employer should use the current year Publication 1494 to calculate the exempt amount.",,,,,,,,,,,,
What taxes are provided for under the Federal Insurance Contributions Act (FICA)?,"The Federal Insurance Contributions Act (FICA) provides for a federal system that includes old-age, survivors, disability, and hospital insurance. Specifically, the social security tax finances the old-age, survivors, and disability insurance part, while the Medicare tax finances the hospital insurance part. These taxes are reported separately.",,,,,,,,,,,,
What is the general requirement for employers regarding social security and Medicare taxes?,"Generally, employers are required to withhold social security and Medicare taxes from their employees' wages and pay the employer share of these taxes. However, the text notes that certain types of wages and compensation are not subject to social security and Medicare taxes, with details available in section 5 and another referenced section.",,,,,,,,,,,,
When are employee wages exempt from social security and Medicare taxes?,"Generally, employee wages are subject to social security and Medicare taxes regardless of the employee's age or whether they are receiving social security benefits. However, certain types of wages and compensation aren't subject to these taxes, though the specific details are referenced in sections 5 and 15 which aren't provided in this text.",,,,,,,,,,,,
What are the two tests that determine if farmworker wages are subject to social security and Medicare taxes?,"There are two tests: 1) The $150 test - if you pay cash wages of $150 or more in a year to an employee for farmwork (applied separately to each farmworker), or 2) The $2,500 test - if the total you pay for farmwork (both cash and non-cash) to all your employees is $2,500 or more during the year. If either test is met, the wages are subject to these taxes.",,,,,,,,,,,,
What exception exists for seasonal farmworkers regarding social security and Medicare taxes?,Annual cash wages of less than $150 paid to a seasonal farmworker aren't subject to social security and Medicare taxes. This creates an exception to the general rules for farmworkers.,,,,,,,,,,,,
What is the exception for seasonal farmworkers regarding social security and Medicare taxes?,"Annual cash wages of less than $150 paid to a seasonal farmworker aren't subject to social security and Medicare taxes, or federal income tax withholding, even if the employer pays $2,500 or more to all farmworkers. However, these wages still count toward the $2,500 test for determining whether other farmworkers' wages are subject to these taxes.",,,,,,,,,,,,
What criteria must be met for someone to be classified as a seasonal farmworker?,"A seasonal farmworker must meet four criteria: 1) Be employed in agriculture as a hand-harvest laborer, 2) Be paid piece rates in an operation that is usually paid on a piece-rate basis in the region of employment, 3) Commute daily from their permanent home to the farm, and 4) Have been employed in agriculture less than 13 weeks in the preceding calendar year.",,,,,,,,,,,,
Are wages paid to children working on family farms subject to social security and Medicare taxes?,"Wages paid to a child under 18 working on a farm that is a sole proprietorship or a partnership in which each partner is a parent of the child aren't subject to social security and Medicare taxes. However, these wages still count toward the $2,500 test for determining whether other farmworkers' wages are subject to these taxes.",,,,,,,,,,,,
What are the tax rates for social security and Medicare in 2025?,"For 2025, the social security tax rate is 6.2% each for the employer and employee (12.4% total), while the Medicare tax rate is 1.45% each for the employee and employer (2.9% total).",,,,,,,,,,,,
What is the social security wage base limit for 2025?,"The social security wage base limit for 2025 is $176,100, which is the maximum wage subject to the social security tax for the year.",,,,,,,,,,,,
When should employers deduct farmworker taxes if they're unsure about whether wages will be taxable?,"Employers may either deduct the tax when making wage payments to farmworkers or wait until the $2,500 test or the $150 test has been met to determine if the wages are taxable.",,,,,,,,,,,,
At what threshold must employers begin withholding the Additional Medicare Tax from an employee's wages?,"Employers must begin withholding the 0.9% Additional Medicare Tax from wages paid to an employee in excess of $200,000 in a calendar year. This withholding begins in the pay period when wages exceed $200,000 and continues until the end of the calendar year.",,,,,,,,,,,,
Who is responsible for paying the Additional Medicare Tax?,The Additional Medicare Tax is only imposed on the employee. There is no employer share of Additional Medicare Tax. The employer is only responsible for withholding the tax from the employee's wages when they exceed the threshold.,,,,,,,,,,,,
How does a corporate acquisition affect the application of the Additional Medicare Tax threshold?,"When corporate acquisitions meet certain requirements, wages paid by the predecessor company are treated as if paid by the successor company for purposes of applying the social security wage base and for applying the Additional Medicare Tax threshold. This means the successor employer must consider wages already paid by the predecessor when determining if an employee has reached the $200,000 threshold.",,,,,,,,,,,,
How should wages be treated for social security tax purposes when a business acquisition occurs?,"When a business is acquired, wages paid to employees by the predecessor employer should be counted by the successor employer for purposes of applying the social security wage base. In the example given, Julian Gold received $2,000 in wages from Adam Black before the business was purchased, so the new owner would only need to pay social security tax on the first $174,100 ($176,100 minus $2,000) of Julian's wages.",,,,,,,,,,,,
What is Schedule D (Form 941) used for in relation to business acquisitions?,"Schedule D (Form 941) is the ""Report of Discrepancies Caused by Acquisitions, Statutory Mergers, or Consolidations."" Employers should determine whether they need to file this form by reviewing the Instructions for Schedule D (Form 941). This form is used to report discrepancies in employment taxes that arise from business acquisitions, statutory mergers, or consolidations.",,,,,,,,,,,,
How does a business acquisition affect Additional Medicare Tax withholding requirements?,"When a business is acquired, the successor employer should include wages paid by the predecessor employer when determining if an employee's wages exceed the $200,000 threshold for Additional Medicare Tax withholding. In the example provided, the new owner should include the $2,000 Julian received while employed by Adam Black when determining if Julian's wages exceed the $200,000 threshold for Additional Medicare Tax withholding.",,,,,,,,,,,,
What happens if an employer pays an employee's social security and Medicare taxes without deducting them from the employee's pay?,"If an employer pays an employee's social security and Medicare taxes without deducting them from the employee's pay, the amount of these payments must be included in the employee's wages for social security and Medicare taxes. This increase in the employee's wage payment is also subject to employee social security and Medicare taxes, which further increases the additional taxes the employer must pay.",,,,,,,,,,,,
What special provision applies to household and agricultural employers regarding employee social security and Medicare taxes?,"Household and agricultural employers are allowed to pay an employee's share of social security and Medicare taxes without withholding them from the employee's wages. However, even if the employer doesn't withhold these taxes, they must still pay them on behalf of the employee.",,,,,,,,,,,,
"What happens when an employee's wages exceed the $200,000 threshold mentioned in the text?","When an employee's wages exceed the $200,000 threshold, Additional Medicare Tax withholding is required. This is mentioned in the beginning of the text, though specific details about the withholding requirements for the Additional Medicare Tax are not fully explained in the provided excerpt.",,,,,,,,,,,,
What happens if an employer pays an employee's share of social security and Medicare taxes instead of deducting it from their wages?,"If an employer pays an employee's share of social security and Medicare taxes instead of deducting them from wages, these amounts must be included as additional income to the employee in box 1 of Form W-2 (or box 7 of Form 499R-2/W-2PR). However, these amounts should not be counted as social security and Medicare wages and should not be included in boxes 3 and 5 (or boxes 20 and 22 of Form 499R-2/W-2PR).",,,,,,,,,,,,
How are employer-paid social security and Medicare taxes treated for FUTA tax purposes?,"When an employer pays the employee's share of social security and Medicare taxes, these additional amounts are not counted as wages for Federal Unemployment Tax Act (FUTA) tax purposes. This means these amounts are excluded from the wage base used to calculate the employer's FUTA tax obligation.",,,,,,,,,,,,
What example does the text provide to illustrate the tax reporting requirements?,"The text provides an example of Gavrielle, who operates a small family fruit farm and employs day laborers during picking season. Gavrielle chooses to pay the employees' share of social security and Medicare taxes rather than deducting it from their pay. When preparing Forms W-2, Gavrielle adds each employee's share of these employer-paid taxes to the employee's wage income in box 1 of Form W-2, but does not include these amounts in the social security and Medicare wage boxes.",,,,,,,,,,,,
How does an employer report social security and Medicare taxes paid on behalf of an employee on Form W-2?,"When an employer pays an employee's portion of social security and Medicare taxes, they add this amount to the employee's wage income in box 1 of Form W-2, but do not include it in box 3 (social security wages) or box 5 (Medicare wages and tips). For example, Gavrielle paid Dan $1,000 in wages plus $76.50 in social security and Medicare taxes, entering $1,076.50 in box 1 but only $1,000 in boxes 3 and 5.",,,,,,,,,,,,
What is the social security tax wage base for motion picture project employers in 2025?,"For motion picture project employers, all wages paid to a motion picture project worker during the 2025 calendar year are subject to a single social security tax wage base of $176,100, regardless of the worker's status as a common-law employee of multiple clients of the motion picture project employer.",,,,,,,,,,,,
How are sick pay payments treated for social security and Medicare tax purposes?,"Social security and Medicare taxes apply to most payments of sick pay, including payments made by third parties such as insurance companies. The text notes that details on third-party payers of sick pay can be found in Publication 15-A.",,,,,,,,,,,,
What exemption exists for foreign agricultural workers regarding social security and Medicare taxes?,"Foreign agricultural workers on H-2A visas are exempt from social security and Medicare taxes, as mentioned in the text which states ""One such exception is for foreign agricultural workers on H-2A visas, who are exempt from social security and Medicare taxes.""",,,,,,,,,,,,
What are totalization agreements and what is their purpose?,"Totalization agreements are international social security agreements between the United States and many other countries. Their purpose is to eliminate dual social security coverage and taxation. The text states that ""Compensation subject to social security and Medicare taxes may be exempt under one of these agreements.""",,,,,,,,,,,,
What religious exemption is mentioned in the text regarding social security and Medicare taxes?,"The text mentions that ""An exemption from social security and Medicare taxes is available to members of a recognized religious sect opposed to insurance."" This exemption is specifically for members of recognized religious sects that oppose insurance.",,,,,,,,,,,,
Who can qualify for an exemption from Medicare taxes according to the text?,"Members of a recognized religious sect opposed to insurance can qualify for an exemption from Medicare taxes. However, this exemption is only available if both the employee and the employer are members of the religious sect.",,,,,,,,,,,,
Under what conditions is a foreign person treated as an American employer for FICA tax purposes?,"A foreign person is treated as an American employer for FICA tax purposes when two conditions are met: 1) The foreign person is a member of a domestically controlled group of entities, and 2) The employee of the foreign person performs services related to a contract between the U.S. Government (or an instrumentality of the U.S. Government) and any member of the domestically controlled group of entities. The text also notes that ownership of more than 50% constitutes control.",,,,,,,,,,,,
How are part-time workers treated for federal tax purposes compared to full-time employees?,"Part-time workers and workers hired for short periods of time are treated the same as full-time employees for federal income tax withholding and social security, Medicare, and FUTA tax purposes. Their part-time status generally doesn't matter for these tax obligations.",,,,,,,,,,,,
How is income tax withholding calculated for part-time or short-term workers?,"Income tax withholding for part-time workers or those hired for a short period can be figured in two ways: either the same way as for full-time workers, or by using the part-year employment method explained in section 6 of Publication 15-T.",,,,,,,,,,,,
What are employers required to do regarding the Earned Income Credit (EIC) notification?,"Employers must notify employees who have no federal income tax withheld that they may be able to claim a tax refund because of the EIC. This requirement doesn't apply to employees in American Samoa, Guam, Puerto Rico, the CNMI, and the USVI.",,,,,,,,,,,,
Do employers need to notify employees who claim exemption from withholding about the EIC?,"No, employers don't have to notify employees who claim exemption from withholding on Form W-4 about the EIC, although they are encouraged to do so.",,,,,,,,,,,,
What is the income threshold for employees who may be eligible for the Earned Income Credit (EIC) in 2024?,"For 2024, employees whose wages were less than $59,899 (or $66,819 if married filing jointly) may be eligible to claim the Earned Income Credit.",,,,,,,,,,,,
What are the acceptable methods for employers to notify employees about the Earned Income Credit?,"Employers can meet the notification requirement by issuing Form W-2 with the EIC notice on the back of Copy B, providing a substitute Form W-2 with the same statement, giving employees Notice 797 (Possible Federal Tax Refund Due to the Earned Income Credit), or providing their own written statement containing the same wording.",,,,,,,,,,,,
What is the deadline for notifying employees about the EIC if a substitute Form W-2 without the required statement is provided?,"If a substitute Form W-2 is given to the employee on time but doesn't include the required EIC statement, the employer must notify the employee within 1 week of the date the substitute Form W-2 was given.",,,,,,,,,,,,
When must an employer provide Notice 797 or a written statement if Form W-2 isn't given on time?,"If Form W-2 is required but isn't given on time, the employer must give the employee Notice 797 or a written statement by the date Form W-2 is required to be given. If Form W-2 isn't required, the employer must notify the employee by February 7, 2025.",,,,,,,,,,,,
What method must be used to deposit federal taxes?,"Employers must use Electronic Federal Tax Payment System (EFT) to make all federal tax deposits, including federal income tax withheld and both the employer and employee social security and Medicare taxes.",,,,,,,,,,,,
Under what circumstances can an employer make a payment with a tax return instead of depositing taxes?,"An employer can make a payment with a timely filed Form 941, Form 943, Form 944, or Form 945 instead of depositing, without incurring a penalty, if: (1) they're a monthly schedule depositor making a payment in accordance with the Accuracy of Deposits Rule (this payment may be $2,500 or more), or (2) their Form 941 total tax liability for either the current quarter or the prior quarter is less than $2,500, and they didn't incur a $100,000 next-day deposit obligation during the current period.",,,,,,,,,,,,
"When can an employer avoid making federal tax deposits if their tax liability is less than $2,500?","An employer can avoid making federal tax deposits when their tax liability for the current quarter is less than $2,500 and their liability for the prior quarter was also less than $2,500, and they didn't incur a $100,000 next-day deposit obligation during the current quarter. Similarly, deposits aren't required if Form 943 total tax liability for the year is less than $2,500, or if Form 944 total tax liability for the year is less than $2,500.",,,,,,,,,,,,
"What should employers do if they're unsure whether their tax liability will be less than $2,500?","If employers are unsure that their total tax liability for the current quarter will be less than $2,500 (and their liability for the prior quarter wasn't less than $2,500), they should make deposits using the semiweekly or monthly rules to avoid being subject to an FTD (Federal Tax Deposit) penalty. Similarly, if they're unsure about reporting less than $2,500 on Form 943, they should deposit under the rules explained in the section.",,,,,,,,,,,,
"What special rule applies to Form 944 filers with tax liability of $2,500 or more for the year?","Form 944 filers with total tax liability of $2,500 or more for the year can still avoid making a deposit for the fourth quarter under specific conditions. This applies if they have already deposited the taxes owed for the first, second, and third quarters of the year; their net tax for the fourth quarter is less than $2,500; and they're paying the tax owed for the fourth quarter in full with a timely filed return.",,,,,,,,,,,,
When is a taxpayer exempt from making deposits for Form 945 tax liabilities during the year?,"A taxpayer is exempt from making deposits for Form 945 tax liabilities during the year if the total amount of tax for the year reported on Form 945 is less than $2,500. However, if unsure about reporting less than $2,500, it's advised to deposit under the rules to avoid an FTD penalty.",,,,,,,,,,,,
What is the requirement regarding the separation of nonpayroll and payroll income tax withholding deposits?,Separate deposits are required for nonpayroll and payroll income tax withholding. Taxpayers should not combine deposits for Forms 941 (or Form 943 or Form 944) and Form 945 tax liabilities.,,,,,,,,,,,,
How should employers who have both farm and nonfarm workers handle their employment taxes?,Employers who have both farm and nonfarm workers must treat employment taxes for farmworkers (Form 943 taxes) separately from employment taxes for nonfarm workers. The text indicates these should be treated as separate tax liabilities.,,,,,,,,,,,,
How should employers who have both farm and nonfarm workers handle their employment taxes?,"Employers must treat employment taxes for farmworkers (Form 943 taxes) separately from employment taxes for nonfarm workers (Form 941/944 taxes). These taxes are not combined when applying deposit schedule rules, and separate deposits must be made for each type of tax.",,,,,,,,,,,,
"What are the two deposit schedules for social security, Medicare, and withheld federal income taxes?","There are two deposit schedules: monthly and semiweekly. These schedules determine when an employer must deposit social security, Medicare, and withheld federal income taxes after a tax liability arises.",,,,,,,,,,,,
What is the example given for depositing Form 941/944 and Form 943 taxes as a monthly schedule depositor?,"The example states that if you're a monthly schedule depositor with a tax liability at the end of April of $1,500 reportable on Form 941/944 and $1,200 reportable on Form 943, you must deposit both amounts by May 15. You should use one transaction to deposit the $1,500 of Form 941/944 taxes and another transaction to deposit the $1,200 of Form 943 taxes.",,,,,,,,,,,,
How is an employer's deposit schedule determined for employment taxes?,"An employer's deposit schedule is determined by the total tax liability reported on Forms 941 (line 12), Form 943 (line 13), Form 944 (line 9), or Form 945 (line 3) during a lookback period. It is not determined by how often the employer pays employees or makes deposits.",,,,,,,,,,,,
What is the basis for the timing of employment tax deposits?,"Employment tax deposits are based on the dates payments were made or wages were paid. For taxable noncash fringe benefits, there are special rules about when these benefits are treated as paid, which are referenced in section 5 of the publication.",,,,,,,,,,,,
Do the deposit rules discussed in this section apply to FUTA tax?,"No, these rules don't apply to FUTA tax (Federal Unemployment Tax Act). The text specifically states that ""These rules don't apply to FUTA tax"" and directs readers to section 14 for information on depositing FUTA tax.",,,,,,,,,,,,
How is the deposit schedule for a Form 941 filer determined for a calendar year?,"The deposit schedule for a Form 941 filer is determined from the total taxes reported on Forms 941, line 12, in a 4-quarter lookback period. If the filer reported $50,000 or less of taxes for the lookback period, they're a monthly schedule depositor; if they reported more than $50,000, they're a semiweekly schedule depositor.",,,,,,,,,,,,
What is the lookback period for Calendar Year 2025 for Form 941 filers?,"The lookback period for Calendar Year 2025 begins July 1, 2023, and ends June 30, 2024. It consists of four quarters: July 1, 2023, through September 30, 2023; October 1, 2023, through December 31, 2023; January 1, 2024, through March 31, 2024; and April 1, 2024, through June 30, 2024.",,,,,,,,,,,,
What is the lookback period for a 2025 Form 941 filer who previously filed Form 944?,The lookback period for a 2025 Form 941 filer who filed Form 944 in either 2023 or 2024 is calendar year 2023.,,,,,,,,,,,,
How is the lookback period determined for Forms 943 and 944 filers in 2025?,The lookback period for 2025 for a Form 943 or Form 944 filer is calendar year 2023.,,,,,,,,,,,,
What determines whether you are a monthly or semiweekly schedule depositor?,"If you reported $50,000 or less of taxes for the lookback period, you're a monthly schedule depositor; if you reported more than $50,000, you're a semiweekly schedule depositor.",,,,,,,,,,,,
How is the total tax liability for the lookback period calculated?,"The total tax liability for the lookback period is determined based on the amount of taxes you reported on Forms 941, line 12; Form 943, line 13; or Form 944, line 9. Your total liability isn't reduced by the refundable portion of the credit for qualified sick and family leave wages.",,,,,,,,,,,,
How do adjustments made on tax forms affect the lookback rule for determining deposit schedules?,"Adjustments made on Form 941-X, Form 943-X, Form 944-X, and Form 945-X don't affect the amount of tax liability for previous periods for purposes of the lookback rule. These adjustments are not treated as part of the current year's taxes.",,,,,,,,,,,,
What defines a monthly schedule depositor according to the example in the text?,"According to the example, an employer is a monthly schedule depositor if their lookback period tax liabilities, based on amounts originally reported, were $50,000 or less. The example describes an employer who reported $45,000 for the lookback period and later discovered a $10,000 understatement, but remains a monthly schedule depositor for 2025 because the original reported amount determines the schedule.",,,,,,,,,,,,
What are the deposit periods for different types of schedule depositors?,"For monthly schedule depositors, the deposit period is a calendar month. For semiweekly schedule depositors, the deposit periods are Wednesday through Friday and Saturday through Tuesday.",,,,,,,,,,,,
"What determines if a taxpayer is a monthly schedule depositor for Forms 941, 943, 944, or 945?","A taxpayer is a monthly schedule depositor for a calendar year if their total taxes were $50,000 or less during the lookback period. Specifically, for Form 941 filers, this means the total taxes on line 12 for the 4 quarters in the lookback period were $50,000 or less. For Form 943, 944, or 945 filers, it means the total taxes on Form 943 (line 13), Form 944 (line 9), or Form 945 (line 3) during the lookback period were $50,000 or less.",,,,,,,,,,,,
When must employment taxes be deposited under the monthly deposit schedule?,"Under the monthly deposit schedule, employment taxes on payments made during a month must be deposited by the 15th day of the following month. The text also notes that deposits are due on business days only, and there is a $100,000 Next-Day Deposit Rule, though the specific details of these exceptions are not fully explained in the provided excerpt.",,,,,,,,,,,,
How do deposit rules apply to agents with an approved Form 2678?,"For agents with an approved Form 2678, the deposit rules apply based on the total employment taxes accumulated by the agent for their own employees AND on behalf of all employers for whom they're authorized to act. For more information, agents can refer to Revenue Procedure 2013-39, 2013-52 I.R.B. 830, available at IRS.gov/irb/2013-52_IRB#RP-2013-39.",,,,,,,,,,,,
How does the IRS determine whether a business is a monthly or semiweekly schedule depositor for Form 941?,"For Form 941 filers, the IRS uses a lookback period to determine the deposit schedule. If the total taxes on Forms 941, line 12, during the lookback period were $50,000 or less, the business is a monthly schedule depositor. If the total taxes exceeded $50,000, the business is a semiweekly schedule depositor for that calendar year.",,,,,,,,,,,,
"What is the deposit schedule rule for new employers filing Forms 941, 943, 944, or 945?","New employers are considered monthly schedule depositors for their first calendar year of business when filing Form 941, because their tax liability for any quarter in the lookback period before starting or acquiring the business is considered to be zero. For Form 943, Form 944, or Form 945 filers, new employers are monthly schedule depositors for both the first and second calendar years of business.",,,,,,,,,,,,
Can monthly schedule depositors file their tax forms on a monthly basis?,"No, monthly schedule depositors should not file Form 941, Form 943, Form 944, or Form 945 on a monthly basis. The monthly designation refers to their deposit schedule, not their filing frequency for these forms.",,,,,,,,,,,,
What criteria determines if an employer is a semiweekly schedule depositor?,"An employer is considered a semiweekly schedule depositor for a calendar year if the total taxes reported on Form 943 (line 13), Form 944 (line 9), or Form 945 (line 3) during their lookback period exceeded $50,000.",,,,,,,,,,,,
What are the deposit deadlines for semiweekly schedule depositors?,"Semiweekly schedule depositors must deposit employment taxes for payments made on Wednesday, Thursday, and/or Friday by the following Wednesday. For payments made on Saturday, Sunday, Monday, and/or Tuesday, deposits are due by the following Friday.",,,,,,,,,,,,
What additional forms must semiweekly schedule depositors complete based on their primary tax form?,Semiweekly schedule depositors must complete additional forms depending on their primary tax form: Form 941 filers must complete Schedule B (Form 941); Form 943 filers must complete Form 943-A; and Form 944 or Form 945 filers must complete Form 945-A.,,,,,,,,,,,,
When must a semiweekly schedule depositor submit Form 945-A?,"A semiweekly schedule depositor must complete Form 945-A, Annual Record of Federal Tax Liability, and submit it with their return.",,,,,,,,,,,,
What are the deposit deadlines for the semiweekly deposit schedule based on paydays?,"For the semiweekly deposit schedule, if the payday falls on Wednesday, Thursday, and/or Friday, taxes must be deposited by Wednesday. If the payday falls on Saturday, Sunday, Monday, and/or Tuesday, taxes must be deposited by Friday.",,,,,,,,,,,,
What happens when a semiweekly deposit period spans two quarters for Form 941 filers?,"When a semiweekly deposit period spans two quarters for Form 941 filers, separate deposits are required for the separate liabilities. For example, if there's a pay date on Saturday, March 29, 2025 (first quarter), and another pay date on Tuesday, April 1, 2025 (second quarter), two separate deposits would be required even though the pay dates fall within the same semiweekly period. Both deposits would be due on Friday, April 4, 2025.",,,,,,,,,,,,
What determines whether an employer is classified as a monthly or semiweekly schedule depositor?,"An employer is classified as a monthly schedule depositor if the total taxes reported during the lookback period were $50,000 or less. If the total taxes reported during the lookback period were more than $50,000, the employer is classified as a semiweekly schedule depositor.",,,,,,,,,,,,
When are separate deposits required for taxes accumulated during a semiweekly period?,"Separate deposits are required when there is more than one pay date during a semiweekly period and the pay dates fall in different return periods. For example, if a return period ends on Thursday, taxes accumulated on Wednesday and Thursday are subject to one deposit obligation, while taxes accumulated on Friday are subject to a separate obligation because two different return periods are affected.",,,,,,,,,,,,
What are the steps to determine your deposit schedule?,"There are three steps to determine your deposit schedule: 1) Identify your lookback period; 2) Add the total taxes you reported on Forms 941, line 12; Form 943, line 13; Form 944, line 9; or Form 945, line 3, during the lookback period; 3) Determine if you're a monthly or semiweekly schedule depositor based on whether the total taxes reported were $50,000 or less (monthly) or more than $50,000 (semiweekly).",,,,,,,,,,,,
What determines whether Rose Co. is a monthly or semiweekly schedule depositor?,"The tax liability for the 4 quarters in the lookback period determines the deposit schedule. If the total taxes in the lookback period don't exceed $50,000, the company is a monthly schedule depositor. If the total exceeds $50,000, the company becomes a semiweekly schedule depositor.",,,,,,,,,,,,
