question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
What example is provided to illustrate employer-paid social security and Medicare taxes?,"The example is about Gavrielle, who operates a small family fruit farm and employs day laborers during the picking season. Gavrielle pays the employees' share of social security and Medicare taxes on their behalf and includes it in box 1 of their Form W-2 as wage income but excludes it from social security and Medicare wages.",,,,,,,,,,,,
How does Gavrielle report the wages and taxes paid to Dan on his Form W-2 for 2025?,"Gavrielle enters $1,076.50 in box 1 of Dan's Form W-2, which includes $1,000 in wages and $76.50 for social security and Medicare taxes paid for Dan. She also enters $1,000 in boxes 3 and 5 of Dan's Form W-2.",,,,,,,,,,,,
Do social security and Medicare taxes apply to sick pay payments?,"Yes, social security and Medicare taxes apply to most payments of sick pay, including those made by third parties such as insurance companies.",,,,,,,,,,,,
What are the social security and FUTA tax wage bases for motion picture project workers in 2025?,"For 2025, the social security tax wage base is $176,100, and the FUTA tax wage base is $7,000 for motion picture project workers.",,,,,,,,,,,,
Where can one find the definition of a motion picture project employer and worker?,The definition of a motion picture project employer and worker can be found in section 3512.,,,,,,,,,,,,
Are foreign agricultural workers on H-2A visas subject to social security and Medicare taxes?,"No, foreign agricultural workers on H-2A visas are exempt from social security and Medicare taxes.",,,,,,,,,,,,
What is the purpose of international social security agreements mentioned in the text?,"International social security agreements, also known as totalization agreements, eliminate dual social security coverage and taxation, and compensation subject to these taxes may be exempt under such agreements.",,,,,,,,,,,,
Who qualifies for a Medicare tax exemption based on religious beliefs?,"Members of a recognized religious sect opposed to insurance qualify for a Medicare tax exemption, but only if both the employee and the employer are members of the sect.",,,,,,,,,,,,
When is a foreign person treated as an American employer for FICA tax purposes?,A foreign person is treated as an American employer for FICA tax purposes if they are a member of a domestically controlled group of entities and their employee performs services related to a contract between the U.S. Government (or its instrumentality) and any member of the group.,,,,,,,,,,,,
How are part-time workers treated for tax purposes?,"Part-time workers and workers hired for short periods of time are treated the same as full-time employees for federal income tax withholding, Social Security, Medicare, and FUTA tax purposes.",,,,,,,,,,,,
How is income tax withholding calculated for part-time or short-term workers?,Income tax withholding for part-time or short-term workers may be figured the same way as for full-time workers or by using the part-year employment method explained in section 6 of Pub. 15-T.,,,,,,,,,,,,
Are employers required to notify employees about the Earned Income Credit (EIC)?,"Yes, employers must notify employees, except for those in American Samoa, Guam, Puerto Rico, the CNMI, and the USVI, who have no federal income tax withheld, that they may be able to claim a tax refund because of the EIC.",,,,,,,,,,,,
Does it matter if a part-time or short-term worker has another job or has reached the maximum amount of Social Security tax with another employer?,"Generally, it does not matter if a part-time or short-term worker has another job or has reached the maximum amount of Social Security tax with another employer, except in cases involving a successor employer.",,,,,,,,,,,,
Who should be notified about the Earned Income Credit (EIC) for 2024?,"Employees whose wages for 2024 were less than $59,899 ($66,819 if married filing jointly) should be notified that they may be eligible to claim the EIC.",,,,,,,,,,,,
How can employers meet the notification requirement for the EIC?,"Employers can meet the notification requirement by issuing Form W-2 with the EIC notice on the back of Copy B, providing a substitute Form W-2 with the same statement, or giving Notice 797 or their own statement with the same wording.",,,,,,,,,,,,
What should be done if a substitute Form W-2 does not include the required EIC statement?,"If a substitute Form W-2 does not include the required EIC statement, the employer must notify the employee within 1 week of the date the substitute was given.",,,,,,,,,,,,
What must an employer provide to an employee if Form W-2 is not given on time?,"If Form W-2 is not given on time, the employer must provide the employee with Notice 797 or a written statement by the date Form W-2 is required to be given.",,,,,,,,,,,,
What is the deadline to notify an employee if Form W-2 is not required?,"If Form W-2 is not required, the employer must notify the employee by February 7, 2025.",,,,,,,,,,,,
Under what conditions can an employer make a tax payment with a timely filed return instead of depositing?,An employer can make a tax payment with a timely filed return instead of depositing if:,,,,,,,,,,,,
When should you use the semiweekly or monthly deposit rules to avoid an FTD penalty?,"You should use the semiweekly or monthly deposit rules if you're unsure that your total tax liability for the current quarter will be less than $2,500 and your liability for the prior quarter wasn't less than $2,500.",,,,,,,,,,,,
What is the condition for not being subject to an FTD penalty for Form 943 total tax liability?,"You won't be subject to an FTD penalty if your Form 943 total tax liability for the year (line 13) is less than $2,500. However, if you're unsure it will be less than $2,500, you should deposit under the explained rules.",,,,,,,,,,,,
What conditions allow you to avoid an FTD penalty for Form 944 total tax liability?,"You can avoid an FTD penalty if your Form 944 total tax liability for the year (line 9) is less than $2,500, or if your liability is $2,500 or more and you have already deposited taxes owed for the first three quarters, your net tax for the fourth quarter is less than $2,500, and you pay the tax you owe for the fourth quarter in full with a timely filed return.",,,,,,,,,,,,
What is the condition under which you are not required to make deposits for Form 945 tax liabilities during the year?,"If the total amount of tax for the year reported on Form 945 is less than $2,500, you are not required to make deposits during the year.",,,,,,,,,,,,
"What should you do if you're unsure whether your Form 945 total tax liability will be less than $2,500?","If you're unsure that your Form 945 total tax liability will be less than $2,500, you should deposit under the rules explained in the section to avoid being subject to an FTD penalty.",,,,,,,,,,,,
What is the rule about combining deposits for payroll and nonpayroll tax liabilities?,"You must not combine deposits for Forms 941 (or Form 943 or Form 944) and Form 945 tax liabilities, as separate deposits are required for nonpayroll and payroll income tax withholding.",,,,,,,,,,,,
How should employment taxes for farmworkers and nonfarm workers be treated?,Employment taxes for farmworkers (Form 943 taxes) must be treated separately from employment taxes for nonfarm workers (Form 941/944 taxes). These taxes are not combined for applying deposit schedule rules and require separate deposits.,,,,,,,,,,,,
What is an example of separate deposits for Form 941/944 and Form 943 taxes?,"If you're a monthly schedule depositor and your tax liability at the end of April is $1,500 for Form 941/944 and $1,200 for Form 943, you must deposit both amounts by May 15 using separate transactions—one for the $1,500 and another for the $1,200.",,,,,,,,,,,,
What determines when deposits for employment taxes are due?,The two deposit schedules—monthly and semi-weekly—determine when deposits are due based on the dates payments were made or wages were paid.,,,,,,,,,,,,
How is the deposit schedule determined for a calendar year?,"The deposit schedule is determined based on the total tax liability reported on Forms 941, line 12; Form 943, line 13; Form 944, line 9; or Form 945, line 3, during a lookback period.",,,,,,,,,,,,
Does the frequency of employee payments or deposits affect the deposit schedule?,"No, the deposit schedule is not determined by how often you pay your employees or make deposits.",,,,,,,,,,,,
Do the deposit schedule rules apply to FUTA tax?,"No, the deposit schedule rules do not apply to FUTA tax. Information on depositing FUTA tax can be found in section 14.",,,,,,,,,,,,
How is the deposit schedule determined for Form 941 filers?,"For Form 941 filers, the deposit schedule for a calendar year is determined based on the total taxes reported on Forms 941, line 12, during a 4-quarter lookback period. If $50,000 or less is reported, the filer is a monthly schedule depositor; if more than $50,000 is reported, the filer is a semiweekly schedule depositor.",,,,,,,,,,,,
What is the lookback period for a Form 941 filer for calendar year 2025?,"The lookback period for a Form 941 filer for calendar year 2025 begins on July 1, 2023, and ends on June 30, 2024, covering the four quarters from July 1, 2023, through June 30, 2024.",,,,,,,,,,,,
How is the deposit schedule determined for Form 943 or Form 944 filers?,"For Form 943 or Form 944 filers, the deposit schedule for a calendar year is determined based on the total taxes reported during the second preceding calendar year, either on Forms 941 for all four quarters, Form 943, or Form 944 for that year.",,,,,,,,,,,,
What is the lookback period for Form 943 and Form 944 filers for 2025?,The lookback period for 2025 for a Form 943 or Form 944 filer is calendar year 2023.,,,,,,,,,,,,
How is the deposit schedule determined for Form 945 filers?,The deposit schedule for Form 945 filers for a calendar year is determined from the total taxes reported on line 3 of Form 945 for the second preceding calendar year.,,,,,,,,,,,,
"How is the total tax liability for the lookback period calculated for Forms 941, 943, and 944?","The total tax liability for the lookback period is determined based on the amount of taxes reported on Forms 941, line 12; Form 943, line 13; or Form 944, line 9, without reductions for the refundable portion of the credit for qualified sick and family leave wages.",,,,,,,,,,,,
How do adjustments made on forms like 941-X or 943-X affect the lookback rule?,"Adjustments made on forms like 941-X, 943-X, 944-X, and 945-X do not affect the amount of tax liability for previous periods for purposes of the lookback rule.",,,,,,,,,,,,
What determines whether an employer is a monthly schedule depositor for 2025?,"An employer is a monthly schedule depositor for 2025 if the lookback period tax liabilities, based on the amounts originally reported (not adjusted), were $50,000 or less.",,,,,,,,,,,,
What is the deposit period for monthly and semiweekly schedule depositors?,"For monthly schedule depositors, the deposit period is a calendar month. For semiweekly schedule depositors, the deposit periods are Wednesday through Friday and Saturday through Tuesday.",,,,,,,,,,,,
What determines whether you are a monthly schedule depositor for Form 941 filers?,"You are a monthly schedule depositor for Form 941 filers if the total taxes on Forms 941, line 12, for the 4 quarters in your lookback period were $50,000 or less.",,,,,,,,,,,,
When are employment taxes due under the monthly deposit schedule?,"Under the monthly deposit schedule, employment taxes on payments made during a month are due by the 15th day of the following month.",,,,,,,,,,,,
How do deposit rules apply to agents with an approved Form 2678?,"For agents with an approved Form 2678, the deposit rules apply based on the total employment taxes accumulated by the agent for their own employees and on behalf of all employers for whom they are authorized to act.",,,,,,,,,,,,
What is the deposit schedule for new employers filing Form 941?,"New employers filing Form 941 are considered monthly schedule depositors for the first calendar year of their business, as their tax liability in the lookback period before starting or acquiring the business is considered to be zero.",,,,,,,,,,,,
When does a filer become a semiweekly schedule depositor for Form 941?,"A filer becomes a semiweekly schedule depositor for Form 941 if the total taxes on Form 941, line 12, during their lookback period were more than $50,000.",,,,,,,,,,,,
"How does the lookback period affect new employers filing Forms 943, 944, or 945?","For new employers filing Forms 943, 944, or 945, their tax liability in the lookback period before starting or acquiring their business is considered to be zero, making them monthly schedule depositors for the first and second calendar years of their business.",,,,,,,,,,,,
When does a filer become a semiweekly schedule depositor?,"A filer becomes a semiweekly schedule depositor for a calendar year if the total taxes on Form 943 (line 13), Form 944 (line 9), or Form 945 (line 3) during their lookback period were more than $50,000.",,,,,,,,,,,,
What are the deposit deadlines for employment taxes under the semiweekly deposit schedule?,"For payments made on Wednesday, Thursday, and/or Friday, taxes must be deposited by the following Wednesday. For payments made on Saturday, Sunday, Monday, and/or Tuesday, taxes must be deposited by the following Friday.",,,,,,,,,,,,
What forms must semiweekly schedule depositors file along with their returns?,"Semiweekly schedule depositors must complete Schedule B (Form 941) and submit it with Form 941. If filing Form 943, they must complete Form 943-A. If filing Form 944 or Form 945, they must complete Form 945-A.",,,,,,,,,,,,
What form should a semiweekly schedule depositor complete and submit with their return?,"A semiweekly schedule depositor should complete Form 945-A, Annual Record of Federal Tax Liability, and submit it with their return.",,,,,,,,,,,,
"When are taxes due for paydays that fall on Wednesday, Thursday, or Friday?","Taxes for paydays that fall on Wednesday, Thursday, or Friday are due by the following Wednesday.",,,,,,,,,,,,
What is required if pay dates during a semiweekly period span two calendar quarters?,"If pay dates during a semiweekly period span two calendar quarters, separate deposits must be made for the separate liabilities. For example, if there is a pay date on Saturday, March 29, 2025 (first quarter), and another on Tuesday, April 1, 2025 (second quarter), two separate deposits would be required, both due on Friday, April 4, 2025.",,,,,,,,,,,,
When are separate deposits required for payroll tax liabilities?,"Separate deposits are required when there is more than one pay date during a semiweekly period and the pay dates fall in different return periods. For example, if a return period ends on Thursday, taxes accumulated on Wednesday and Thursday are subject to one deposit obligation, while taxes accumulated on Friday are subject to a separate obligation.",,,,,,,,,,,,
How do you determine if you are a monthly or semiweekly schedule depositor?,"To determine your deposit schedule, identify your lookback period and add the total taxes reported on specific forms (Form 941, line 12; Form 943, line 13; Form 944, line 9; or Form 945, line 3) during that period. If the total taxes reported were $50,000 or less, you are a monthly schedule depositor. If they were more than $50,000, you are a semiweekly schedule depositor.",,,,,,,,,,,,
What is an example of a lookback period for determining a deposit schedule?,"An example of a lookback period involves reporting Form 941 taxes. For the 2024 lookback period, taxes reported include $12,000 in the 3rd quarter of 2022 and $12,000 in the 4th quarter of 2022. For the 2025 lookback period, taxes reported include $12,000 in the 3rd quarter of 2023.",,,,,,,,,,,,
Why is Rose Co. a monthly schedule depositor in 2024 but a semiweekly schedule depositor in 2025?,"Rose Co. is a monthly schedule depositor in 2024 because its tax liability during the 2024 lookback period (third quarter 2022 through second quarter 2023) was $48,000, which is not more than $50,000. However, it becomes a semiweekly schedule depositor in 2025 because its tax liability during the 2025 lookback period (third quarter 2023 through second quarter 2024) increased to $51,000, exceeding the $50,000 threshold.",,,,,,,,,,,,
What is the significance of Red Co.'s reported taxes on its 2023 and 2024 Forms 943 in determining its depositor status?,"Red Co. is a monthly schedule depositor for 2025 because its tax liability for the 2023 lookback period ($48,000 reported on the 2023 Form 943) did not exceed $50,000. However, for 2026, Red Co. becomes a semiweekly schedule depositor because its tax liability for the 2024 lookback period ($60,000 reported on the 2024 Form 943) exceeded $50,000.",,,,,,,,,,,,
What is the threshold for determining whether a company is a monthly or semiweekly schedule depositor?,"The threshold for determining depositor status is $50,000. If a company’s total tax liability during the lookback period is more than $50,000, it is classified as a semiweekly schedule depositor; otherwise, it is a monthly schedule depositor.",,,,,,,,,,,,
What is the threshold amount for the lookback period for the calendar year 2024?,"The threshold amount for the lookback period for the calendar year 2024 is $60,000.",,,,,,,,,,,,
When is a deposit considered timely if the due date falls on a non-business day?,A deposit is considered timely if it is made by the close of the next business day when the original due date falls on a non-business day.,,,,,,,,,,,,
How much time do semiweekly schedule depositors have to make a deposit after the semiweekly period ends?,Semiweekly schedule depositors have at least 3 business days following the close of the semiweekly period to make a deposit. Additional days are granted for each legal holiday within those 3 business days.,,,,,,,,,,,,
"What is the definition of a ""legal holiday"" for the purpose of deposit rules?","A ""legal holiday"" refers to any legal holiday in the District of Columbia. For deposit rules, it does not include other statewide legal holidays.",,,,,,,,,,,,
What happens to the deposit due date if a legal holiday falls on a Monday?,"If a legal holiday falls on a Monday, the deposit normally due on Wednesday may be made on Thursday, allowing 3 business days to make the deposit.",,,,,,,,,,,,
What are some examples of legal holidays in 2025?,"Legal holidays in 2025 include January 1 (New Year's Day), June 19 (Juneteenth National Independence Day), and December 25 (Christmas Day), among others.",,,,,,,,,,,,
What determines the deposit rules for employment tax liabilities?,"The deposit rules for employment tax liabilities are based on the dates when wages are paid (cash basis), not on when tax liabilities are accrued for accounting purposes.",,,,,,,,,,,,
When does a monthly schedule depositor need to make deposits if no wages are paid during a month?,"A monthly schedule depositor does not have a deposit requirement for a month in which no wages are paid, as there is no tax liability for that month.",,,,,,,,,,,,
How does a semiweekly schedule depositor handle deposits if wages are paid only once a month?,"A semiweekly schedule depositor, like Green, Inc., that pays wages only once a month will make one deposit per month under the semiweekly deposit schedule. For example, Green, Inc.'s tax liability for the May 30, 2025 (Friday), payday must be deposited by June 4, 2025.",,,,,,,,,,,,
"What is the deposit deadline for Green, Inc.'s tax liability for the May 30, 2025, payday?","Green, Inc.'s tax liability for the May 30, 2025 (Friday), payday must be deposited by June 4, 2025 (Wednesday).",,,,,,,,,,,,
"What is the $100,000 Next-Day Deposit Rule, and when does it apply?","The $100,000 Next-Day Deposit Rule requires that if you accumulate $100,000 or more in taxes on any day during a monthly or semiweekly deposit period, you must deposit the tax by the next business day, regardless of whether you’re a monthly or semiweekly schedule depositor.",,,,,,,,,,,,
"How does the $100,000 rule apply when liabilities span two deposit periods?","For the $100,000 rule, you do not continue accumulating a tax liability after the end of a deposit period. For example, if a semiweekly schedule depositor accumulates $95,000 in one deposit period and $10,000 in the next, the rule does not apply, and the $95,000 must be deposited by Friday, while the $10,000 must be deposited by the following Wednesday.",,,,,,,,,,,,
"What should a depositor do if they accumulate $100,000 or more in tax liability during a deposit period?","If a depositor accumulates $100,000 or more in tax liability during a deposit period, they must stop accumulating at the end of that day and begin to accumulate anew the next day.",,,,,,,,,,,,
"What happens to a monthly schedule depositor who accumulates a $100,000 tax liability on any day during the deposit period?","A monthly schedule depositor who accumulates a $100,000 tax liability on any day during the deposit period becomes a semiweekly schedule depositor on the next day and remains so for the rest of the calendar year and the following calendar year.",,,,,,,,,,,,
"When does Fir Co., a semiweekly schedule depositor, need to deposit taxes if it accumulates $110,000 on Monday and $30,000 on Tuesday?","Fir Co. must deposit the $110,000 on Tuesday, the next business day, and the $30,000 by Friday, following the semiweekly deposit schedule.",,,,,,,,,,,,
"What schedule depositor status did Elm, Inc., have initially, and why?","Elm, Inc., was initially a monthly schedule depositor because its tax liability for the lookback period was considered zero, as it was the first year of its business.",,,,,,,,,,,,
"When and why did Elm, Inc., change its depositor status to a semi-weekly schedule depositor?","Elm, Inc., became a semi-weekly schedule depositor on May 10 because it accumulated a $100,000 tax liability on May 9, exceeding the threshold for next-day deposits.",,,,,,,,,,,,
"By what date is Elm, Inc., required to deposit the $100,000 tax liability?","Elm, Inc., is required to deposit the $100,000 tax liability by Monday, May 12, the next business day.",,,,,,,,,,,,
Under what conditions will penalties not be applied for depositing less than 100% of the required taxes?,"Penalties will not be applied if the deposit shortfall does not exceed the greater of $100 or 2% of the taxes required to be deposited, and the shortfall is paid or deposited by the shortfall makeup date.",,,,,,,,,,,,
What is the shortfall makeup date for a monthly schedule depositor?,"A monthly schedule depositor must deposit the shortfall or pay it with their return by the due date of the return for the period in which the shortfall occurred. They may pay the shortfall with their return even if the amount is $2,500 or more.",,,,,,,,,,,,
How is the shortfall makeup date determined for a semiweekly schedule depositor?,"For a semiweekly schedule depositor, the makeup date is the earlier of either the first Wednesday or Friday (whichever comes first) after the 15th day of the month following the month in which the shortfall occurred, or the due date of the return for the tax liability period.",,,,,,,,,,,,
"When must the shortfall be deposited if it occurs on the October 1, 2025 deposit due date for the September 26, 2025 pay date?","The shortfall must be deposited by October 31, 2025, as the return due date (October 31, 2025) comes before the shortfall makeup date (November 19, 2025).",,,,,,,,,,,,
"How must employment taxes, including Form 945 taxes, generally be deposited?","Employment taxes, including Form 945 taxes, must generally be deposited by EFT (Electronic Funds Transfer).",,,,,,,,,,,,
"What is EFTPS, and how can someone get more information or enroll in it?","EFTPS is a free service provided by the Department of the Treasury for making federal tax deposits electronically. To get more information or enroll, visit EFTPS.gov or call 800-555-4477, 800-244-4829 (Spanish), or 303-967-5916 (toll call).",,,,,,,,,,,,
"What are the contact options for EFTPS, including for individuals using TRS?","You can contact EFTPS by visiting EFTPS.gov or calling 800-555-4477, 800-244-4829 (Spanish), or 303-967-5916 (toll call). For individuals using TRS (for people who are deaf, hard of hearing, or have a speech disability), dial 711 and then provide the TRS assistant with the number 800-555-4477 or 800-733-4829.",,,,,,,,,,,,
What happens if you are a new employer with a federal tax obligation when requesting an EIN?,"If you are a new employer who indicated a federal tax obligation when requesting an EIN, you will be pre-enrolled in EFTPS. You will receive information about Express Enrollment in your EIN package, along with an additional mailing containing your EFTPS PIN and instructions for activating it.",,,,,,,,,,,,
What should you do if you outsource payroll and tax duties to a third-party payer?,"If you outsource payroll and related tax duties to a third-party payer, such as a payroll service provider (PSP) or reporting agent, you should inform them about your EFTPS enrollment.",,,,,,,,,,,,
"What is an EFT Trace Number, and what is its purpose?",An EFT Trace Number is provided with each successful payment made through EFTPS. It can be used as a receipt or to trace the payment.,,,,,,,,,,,,
What is the deadline for submitting deposits via EFTPS to ensure they are on time?,"To ensure deposits made via EFTPS are on time, you must submit the deposit by 8 p.m. Eastern time the day before the date the deposit is due.",,,,,,,,,,,,
"What can you do if you miss the EFTPS deposit deadline, and what are the requirements?","If you miss the EFTPS deposit deadline, you can still make your deposit on time by using the Federal Tax Collection Service (FTCS) to make a same-day wire payment. To use this method, you need to make arrangements with your financial institution ahead of time, and your financial institution may charge a fee for this service.",,,,,,,,,,,,
Where can you find information about making same-day wire payments to the IRS?,You can find information about making same-day wire payments to the IRS at IRS.gov/SameDayWire.,,,,,,,,,,,,
What options do you have if you overpay taxes for a quarter?,"If you overpay taxes for a quarter, you can choose on Form 941 (or Form 943, Form 944, or Form 945) to have the overpayment refunded or applied as a credit to your next return.",,,,,,,,,,,,
"When do deposit penalties apply, and are there any exceptions?","Deposit penalties apply if you don't make required deposits on time or make deposits for less than the required amount. However, penalties won't apply if the employer qualifies for the exceptions to the deposit requirements discussed under ""Payment with return.""",,,,,,,,,,,,
When do deposit penalties not apply for employment taxes?,Deposit penalties don't apply if the failure to make a proper and timely deposit was due to reasonable cause and not willful neglect.,,,,,,,,,,,,
Under what conditions may the IRS waive deposit penalties?,"The IRS may waive deposit penalties if: 1) you provide an explanation for reasonable cause, 2) you inadvertently failed to deposit during the first quarter you were required to deposit any employment tax, 3) you inadvertently failed to deposit after a change in your deposit frequency, or 4) it is the first time you're required to make a deposit.",,,,,,,,,,,,
What are the net worth and size limitations for waiving penalties under section 7430?,"For individuals, the net worth can't exceed $2 million. For businesses, the net worth can't exceed $7 million, and the business can't have more than 500 employees.",,,,,,,,,,,,
What penalty rates does the IRS charge for late tax deposits based on the number of days overdue?,"The penalty rates for late deposits are as follows: 2% for deposits made 1 to 5 days late, 5% for deposits made 6 to 15 days late, and 10% for deposits made 16 or more days late but before 10 days from the date of the first IRS notice asking for the tax due.",,,,,,,,,,,,
What is the penalty rate for amounts paid directly to the IRS instead of being properly deposited?,"The penalty rate is 10% for amounts that should have been deposited but were instead paid directly to the IRS or paid with your tax return, unless exceptions apply.",,,,,,,,,,,,
When does the highest penalty rate of 15% apply for unpaid tax amounts?,"The 15% penalty applies to amounts still unpaid more than 10 days after the IRS sent the first notice asking for the tax due or after the day you received notice and demand for immediate payment, whichever is earlier.",,,,,,,,,,,,
What is the special rule for former Form 944 filers regarding late deposits of employment taxes in January of the current year?,Former Form 944 filers who file Forms 941 for the current year will not face an FTD penalty for late deposits of employment taxes for January if the taxes are deposited in full by March 15 of the current year.,,,,,,,,,,,,
How are deposits of taxes generally applied to tax liabilities?,Deposits are generally applied to the most recent tax liability within the quarter.,,,,,,,,,,,,
What should you do if you receive an FTD penalty notice and want to minimize the penalty?,"If you receive an FTD penalty notice, you can designate how your deposits are to be applied to minimize the penalty, as long as you do so within 90 days of the date on the notice. You should follow the instructions provided in the penalty notice.",,,,,,,,,,,,
How are deposit payments applied under the deposits rule?,"Under the deposits rule, deposits are applied to the most recent tax liability. For example, Cedar, Inc., deposited $2,000 on May 15; $1,500 of this was applied to the May 15 liability, and the remaining $500 was applied to the April deposit, leaving $500 of the April 15 liability undeposited.",,,,,,,,,,,,
"What is the trust fund recovery penalty, and when does it apply?","The trust fund recovery penalty is 100% of the unpaid trust fund tax. It applies if federal income, social security, or Medicare taxes that must be withheld aren't withheld, deposited, or paid to the U.S. Treasury. It may be imposed on individuals responsible for collecting, accounting for, or paying over these taxes if they acted willfully in not doing so.",,,,,,,,,,,,
Are there any exceptions to the trust fund recovery penalty?,"Yes, the trust fund recovery penalty won't apply to any amount of trust fund taxes an employer holds back in anticipation of any credits they are entitled to.",,,,,,,,,,,,
Who can be considered a responsible person for trust fund taxes?,"A responsible person can be an officer or employee of a corporation, a partner or employee of a partnership, an accountant, a volunteer director/trustee, an employee of a sole proprietorship, or any other person or entity responsible for collecting, accounting for, or paying over trust fund taxes. This may also include someone who signs checks for the business or has authority to cause the spending of business funds.",,,,,,,,,,,,
What does it mean for a responsible person to act willfully regarding trust fund taxes?,"A responsible person acts willfully if they voluntarily, consciously, and intentionally fail to ensure the required actions of collecting, accounting for, or paying over trust fund taxes, or if they recklessly disregard obvious and known risks to the government's right to receive trust fund taxes.",,,,,,,,,,,,
When might separate accounting be required for trust fund taxes?,"Separate accounting may be required if you don't pay over withheld employee social security, Medicare, or income taxes; fail to deposit required taxes; fail to make required payments; or fail to file tax returns. In such cases, the IRS will issue written notice.",,,,,,,,,,,,
What happens if you fail to comply with the IRS's special bank deposit requirements for a trust account?,"If you fail to comply with the special bank deposit requirements for the trust account for the U.S. Government, you may be charged with criminal penalties.",,,,,,,,,,,,
"Under what circumstances can the IRS assess an ""averaged"" FTD penalty of 2% to 10% for monthly schedule depositors?","The IRS may assess an ""averaged"" FTD penalty of 2% to 10% for monthly schedule depositors if they did not properly complete Form 941, line 16; Form 943, line 17; Form 944, line 13; or Form 945, line 7, and their tax liability shown on certain lines of these forms equaled or exceeded $2,500.",,,,,,,,,,,,
"What is the penalty range for an ""averaged"" FTD penalty assessed by the IRS?","The penalty range for an ""averaged"" FTD penalty assessed by the IRS is 2% to 10%.",,,,,,,,,,,,
When does the FTD penalty apply in relation to Schedule B and other forms?,"The FTD penalty applies if you failed to attach a properly completed Schedule B (Form 941), Form 943-A, or Form 945-A, completed them improperly (e.g., entering tax deposits instead of tax liabilities), or substituted certain form lines, such as completing Form 941, line 16, instead of Schedule B (Form 941).",,,,,,,,,,,,
How is the FTD penalty calculated?,"The FTD penalty is calculated by distributing your total tax liability shown on Form 941, line 12; Form 943, line 13; Form 944, line 9; or Form 945, line 3, equally throughout the tax period. Deposits and payments are then applied to the averaged liabilities in the order they were received, and the penalty is figured on any tax not deposited, deposited late, or not deposited in the correct amounts.",,,,,,,,,,,,
Why might deposits and payments not be counted as timely?,Deposits and payments may not be counted as timely because of the actual dates they were made.,,,,,,,,,,,,
"How can you avoid an ""averaged"" FTD penalty when filing your tax return?","You can avoid an ""averaged"" FTD penalty by reviewing your return before filing it and ensuring that your tax liabilities, not your deposits, are accurately reported on the appropriate lines of Form 941, Form 943, Form 944, or Form 945.",,,,,,,,,,,,
What specific steps should monthly schedule depositors take when reporting tax liabilities?,"Monthly schedule depositors should report their tax liabilities (not their deposits) in the monthly entry spaces on Form 941, line 16; Form 943, line 17; Form 944, line 13; or Form 945, line 7.",,,,,,,,,,,,
How should semiweekly schedule depositors report their tax liabilities?,"Semiweekly schedule depositors should report their tax liabilities (not their deposits) on Schedule B (Form 941), Form 943-A, or Form 945-A, as applicable, on the lines that represent the dates their employees were paid.",,,,,,,,,,,,
What should you verify about the total liability shown on Forms 944 and 945?,"You should verify that the total liability shown on Form 944, line 13, or Form 945-A, line M, equals your tax liability shown on Form 944, line 9, and that the total liability shown on Form 945, line 7, or Form 945-A, line M, equals your tax liability shown on Form 945, line 3.",,,,,,,,,,,,
"Can negative amounts be shown on certain lines of Forms 941, 943, 944, and 945?","No, negative amounts should not be shown on Form 941, line 16, or Schedule B (Form 941); Form 943, line 17, or Form 943-A; Form 944, line 13, or Form 945-A; or Form 945, line 7, or Form 945-A.",,,,,,,,,,,,
How should prior period errors involving tax liabilities be addressed?,"For prior period errors involving tax liabilities, you should not adjust them on Form 941, line 16, or Schedule B (Form 941); Form 943, line 17, or Form 943-A; Form 944, line 13, or Form 945-A; or Form 945, line 7, or Form 945-A. Instead, file an adjusted return (Form 941-X, 943-X, 944-X, or 945-X).",,,,,,,,,,,,
What are some actions that may result in criminal prosecution related to taxes?,"Criminal prosecution may result from willfully evading tax, failing to collect or truthfully account for and pay over tax, failing to file a return or pay tax due, furnishing false or fraudulent Forms W-2 or failing to furnish them, committing fraud and providing false statements, preparing and filing a fraudulent return, or committing identity theft.",,,,,,,,,,,,
When must you file Form 941?,"You must file Form 941 quarterly if you paid wages subject to federal income tax withholding or social security and Medicare taxes, even if you have no taxes to report, unless you filed a final return, received IRS notification to file Form 944, or certain exceptions apply.",,,,,,,,,,,,
"What can you do if your employment taxes for the calendar year are expected to be $1,000 or less and you prefer not to file Form 941?","If your employment taxes for the year are expected to be $1,000 or less, you can request to file Form 944 instead of Form 941.",,,,,,,,,,,,
When must you contact the IRS to request to file Form 944 instead of Forms 941?,You must contact the IRS during the first calendar quarter of the tax year to request to file Form 944.,,,,,,,,,,,,
What is the filing deadline for Form 941 if you made timely deposits in full payment of your taxes for the quarter?,"If you made timely deposits in full payment of your taxes for the quarter, you may file Form 941 by the 10th day of the 2nd month that follows the end of the quarter.",,,,,,,,,,,,
Under what conditions must you file Form 943 instead of Forms 941 or 944?,"You must file Form 943 if you pay $2,500 or more for farmwork in a calendar year or employ a farmworker who meets the $150 test explained under Social Security and Medicare Taxes in section 9.",,,,,,,,,,,,
When is the deadline to file Form 943 for the 2024 tax year?,"Form 943 must be filed by January 31, 2025. However, if timely deposits in full payment of taxes were made for the year, the deadline is extended to February 10, 2025.",,,,,,,,,,,,
