question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
What should an employer do if an employee does not have an earlier valid Form W‑4?,"The employer must withhold tax as if the employee had checked the box for Single or Married filing separately in Step 1(c) and made no entries in Steps 2, 3, or 4 of the 2025 Form W‑4.",,,,,,,,,,,,
How should an employee who was paid wages in 2019 and never submitted a valid Form W‑4 be treated when submitting an invalid Form W‑4 in 2025?,"The employee should continue to be treated as single and claiming zero allowances, as would be indicated on a 2019 Form W‑4.",,,,,,,,,,,,
What does the optional computational bridge instruct regarding the treatment of an employee’s Form W‑4 for 2025?,"Using the optional computational bridge, the employee can be treated as if they had checked the box for Single or Married filing separately in Step 1(c), made no entries in Steps 2 and 3, entered $8,600 in Step 4(a), and entered zero in Step 4(b) on the 2025 Form W‑4.",,,,,,,,,,,,
What instructions must be followed for withholding amounts on income reported using the Form 668 series?,"You must withhold amounts as described in the instructions for those forms, and use Pub. 1494’s tables to determine the amount exempt from levy.",,,,,,,,,,,,
How should the exempt amount be determined if a previous year’s levy is still in effect and a new Statement of Exemptions and Filing Status is submitted?,You should use the current year Pub. 1494 to figure the exempt amount in that case.,,,,,,,,,,,,
"Under FICA, how are Social Security and Medicare taxes divided, and what are an employer’s responsibilities regarding these taxes?","The social security tax finances the old-age, survivors, and disability insurance, while the Medicare tax finances the hospital insurance. Employers generally must withhold these taxes from employees' wages and also pay the employer's share, though certain wages and compensations are exempt.",,,,,,,,,,,,
Which types of wages and compensation are not subject to social security and Medicare taxes?,"The text explains that certain types of wages and compensation aren’t subject to social security and Medicare taxes, with additional details provided in sections 5 and 15.",,,,,,,,,,,,
Does an employee’s age or receipt of social security benefits affect whether their wages are subject to social security and Medicare taxes?,"No, generally employee wages are subject to social security and Medicare taxes regardless of the employee's age or whether they are receiving social security benefits.",,,,,,,,,,,,
Under what conditions are wages paid for farmwork subject to social security and Medicare taxes and federal income tax withholding?,"Wages for farmwork are subject to these taxes if either (1) an employee receives cash wages of $150 or more in a year (applied separately to each farmworker), or (2) the total amount paid for farmwork (cash and non-cash) to all employees is $2,500 or more during the year.",,,,,,,,,,,,
"What type of wages for a seasonal farmworker are exempt from social security, Medicare taxes, and federal income tax withholding?","Annual cash wages of less than $150 are exempt, even if you pay $2,500 or more to all your farmworkers, although these wages still count toward the $2,500 test for other farmworkers’ tax applicability.",,,,,,,,,,,,
What criteria must a worker meet to be considered a seasonal farmworker according to the text?,"A seasonal farmworker must be employed in agriculture as a hand-harvest laborer, be paid by piece rates in an operation that generally uses piece-rate pay, commute daily from their permanent home to the farm, and have been employed in agriculture for less than 13 weeks in the preceding calendar year.",,,,,,,,,,,,
How are wages paid to a child under 18 working on a farm treated for tax purposes?,"Wages paid to a child under 18 working on a farm that is a sole proprietorship or a partnership (in which each partner is a parent of the child) are not subject to social security and Medicare taxes, but they still count toward the $2,500 test for determining whether other farmworkers’ wages are subject to these taxes.",,,,,,,,,,,,
"What is the social security tax rate for 2025, and what is the corresponding wage base limit?","For 2025, the social security tax rate is 6.2% for both the employee and employer (amounting to a 12.4% total), and the wage base limit is $176,100.",,,,,,,,,,,,
How does the application of the wage base limit differ between social security and Medicare taxes?,"Only the social security tax has a wage base limit—maximum wages subject to the tax—while Medicare tax has no wage base limit, meaning all covered wages are subject to it.",,,,,,,,,,,,
What options does an employer have if they are uncertain whether a farmworker's wages will be taxable?,"An employer can either deduct the tax when making wage payments or wait until the $2,500 test or the $150 test is met to determine taxability.",,,,,,,,,,,,
What wage threshold triggers the Additional Medicare Tax withholding?,"Employers must withhold Additional Medicare Tax on wages paid in excess of $200,000 in a calendar year.",,,,,,,,,,,,
What is the Additional Medicare Tax rate and how is it applied?,"In addition to the standard 1.45% Medicare tax, a 0.9% Additional Medicare Tax must be withheld on wages exceeding the $200,000 threshold, and it is applied only to the employee.",,,,,,,,,,,,
When does an employer need to start and continue withholding the Additional Medicare Tax?,"Withholding begins in the pay period when an employee first receives wages over $200,000 and continues each pay period until the end of the calendar year.",,,,,,,,,,,,
How are wages treated when determining the social security wage base and the Additional Medicare Tax withholding threshold in the text?,"Wages paid by the successor are applied for purposes of both the social security wage base and the Additional Medicare Tax withholding threshold, which is set at $200,000 in a calendar year. For the Additional Medicare Tax calculation, wages previously paid to an employee (like Julian’s $2,000) must be included when determining if the threshold is exceeded.",,,,,,,,,,,,
What steps should you take to decide whether to file Schedule D (Form 941)?,"You should review the Instructions for Schedule D (Form 941) to determine if you are required to file it. Additional guidance can be found in Regulations section 31.3121(a)(1)-1(b) and Revenue Procedure 2004-53, which is available at IRS.gov/irb/2004-34_IRB#RP-2004-53.",,,,,,,,,,,,
"In the provided example, how are Julian Gold’s wages handled for social security and Medicare taxes?","In the example, Julian Gold received $2,000 in wages before the asset purchase. For social security tax purposes, the wages you pay him after the purchase are subject to tax on the first $174,100—calculated as $176,100 minus the prior $2,000. For Medicare tax, all wages paid to Julian during the calendar year are subject, and the $2,000 he earned before the purchase must be included when determining whether his wages exceed the $200,000 threshold for Additional Medicare Tax withholding.",,,,,,,,,,,,
What is the Additional Medicare Tax withholding threshold mentioned in the text?,"Wages exceeding $200,000 trigger the Additional Medicare Tax withholding threshold.",,,,,,,,,,,,
What must an employer do if they pay an employee's Social Security and Medicare taxes without withholding them from the employee’s pay?,"The employer must include the amount of those payments in the employee's wages, which then become subject to Social Security and Medicare taxes.",,,,,,,,,,,,
What option do household and agricultural employers have regarding the payment of an employee's Social Security and Medicare taxes?,"They may choose to pay the employee’s share of these taxes without withholding them from wages, but they must still pay the taxes on behalf of the employee.",,,,,,,,,,,,
How should employer-paid employee social security and Medicare taxes be reported on an employee's Form W-2?,These taxes are added as additional income in box 1 (or box 7 of Form 499R-2/W-2PR) but they are not counted as social security or Medicare wages in boxes 3 and 5 (or boxes 20 and 22 of Form 499R-2/W-2PR) and are not included as wages for FUTA tax purposes.,,,,,,,,,,,,
What effect do employer payments of an employee's social security and Medicare taxes have on the employee's income?,The taxes paid by the employer on behalf of the employee become additional income to the employee.,,,,,,,,,,,,
How does the example of Gavrielle illustrate the treatment of employer-paid social security and Medicare taxes?,"In the example, Gavrielle pays the employees' social security and Medicare taxes instead of deducting them from their pay, and when preparing the Forms W-2, she adds each employee's share of these taxes to their wage income in box 1 without including them in the boxes designated for social security and Medicare wages.",,,,,,,,,,,,
How did Gavrielle report Dan's wages and related payroll taxes on Form W-2 for 2025?,"Gavrielle reported $1,076.50 in box 1 of Dan's Form W-2, which includes $1,000 in wages plus $76.50 in social security and Medicare taxes paid, and she entered $1,000 in boxes 3 and 5.",,,,,,,,,,,,
What is noted about the inclusion of payroll taxes in different boxes on Form W-2?,The taxes that Gavrielle paid for the employee’s wage income are included in box 1 but are not included in box 3 (social security wages) or box 5 (Medicare wages and tips).,,,,,,,,,,,,
What wage base limits apply to motion picture project employers for social security and FUTA taxes in 2025?,"For 2025, wages paid by motion picture project employers to project workers are subject to a single social security tax wage base of $176,100 and a single FUTA tax wage base of $7,000.",,,,,,,,,,,,
What is the general rule for withholding social security and Medicare taxes on wages paid to nonresident alien employees?,"The general rule is that if you pay wages to nonresident alien employees, you must withhold social security and Medicare taxes as you would for a U.S. citizen or resident alien, with specific exceptions outlined (for example, for foreign agricultural workers on H‑2A visas).",,,,,,,,,,,,
How do international social security agreements affect taxation for workers in the United States?,"International social security agreements, also known as totalization agreements, eliminate dual social security coverage and taxation by potentially exempting compensation subject to social security and Medicare taxes under these agreements.",,,,,,,,,,,,
Who is eligible for a religious exemption from social security and Medicare taxes according to the text?,The religious exemption is available to members of a recognized religious sect who are opposed to insurance.,,,,,,,,,,,,
What exemption is available regarding Medicare taxes for members of a recognized religious sect?,Members of a recognized religious sect opposed to insurance are exempt from Medicare taxes if both the employee and the employer belong to the sect.,,,,,,,,,,,,
"Under section 3121(z), what conditions must a foreign person meet to be treated as an American employer for FICA tax purposes?",A foreign person is treated as an American employer if it is a member of a domestically controlled group of entities and its employee performs services under a contract between the U.S. Government (or its instrumentality) and a member of that group.,,,,,,,,,,,,
"How are part-time workers treated for federal income tax withholding, Social Security, Medicare, and FUTA taxes?","Part-time workers and workers hired for short periods are treated the same as full-time employees for federal income tax withholding, Social Security, Medicare, and FUTA tax purposes.",,,,,,,,,,,,
"What is stated about smoking out part-time or short-term workers concerning tax withholdings, social security, Medicare, and FUTA?","The text explains that, for tax withholding and social security, Medicare, and FUTA tax purposes, it generally doesn’t matter whether a part-time or short-term worker has another job or has already reached the maximum social security tax withheld by another employer, with an exception noted under the “Successor employer” rule.",,,,,,,,,,,,
How can income tax withholding be determined for part-time or part-year employees?,Income tax withholding may be figured in two ways: either in the same manner as for full-time workers or by using the part-year employment method detailed in section 6 of Publication 15-T.,,,,,,,,,,,,
What are the requirements regarding the notice to employees about the Earned Income Credit (EIC)?,"Employers must notify employees about the Earned Income Credit (EIC), with the exception of employees in American Samoa, Guam, Puerto Rico, the CNMI, and USVI (who have no federal income tax withheld and might otherwise claim a tax refund due to the EIC). Although notification is not required for employees who claim exemption on Form W-4, employers are encouraged to provide it.",,,,,,,,,,,,
Which employees should be notified about the Earned Income Credit (EIC) according to the text?,"Employers must notify employees who claim an exemption from withholding on Form W-4, and they are also encouraged to notify any employees whose wages for 2024 were less than $59,899 (or $66,819 if married filing jointly) that they may be eligible to claim the EIC.",,,,,,,,,,,,
What methods are acceptable for meeting the EIC notification requirement?,"The requirement is met by issuing the employee Form W-2 with the EIC notice on the back of Copy B (or a substitute Form W-2 with the same statement), providing Notice 797 (""Possible Federal Tax Refund Due to the Earned Income Credit (EIC)""), or supplying a custom statement containing the same wording.",,,,,,,,,,,,
What additional obligations do employers have if the required statement is missing or if Form W-2 is not provided on time?,"If a substitute Form W-2 is given on time without the required statement, the employer must notify the employee within 1 week of issuing it; if the required Form W-2 is not provided on time, the employer must give the employee Notice 797 or a written statement with the required wording.",,,,,,,,,,,,
What action must you take if Form W‑2 is required but not provided on time?,"If Form W‑2 is not given on time, you must provide the employee with Notice 797 or your written statement by the required date; if Form W‑2 isn't required, you must notify the employee by February 7, 2025.",,,,,,,,,,,,
How must federal tax deposits be made?,"All federal tax deposits, including federal income tax withheld and both the employer and employee social security and Medicare taxes, must be made using EFT (Electronic Funds Transfer).",,,,,,,,,,,,
Under what conditions can you make a payment with a timely filed return instead of depositing?,"You can make a payment with a timely filed Form 941, Form 943, Form 944, or Form 945 without penalty if you are a monthly schedule depositor making a payment according to the Accuracy of Deposits Rule (with payments of $2,500 or more) or if your Form 941 total tax liability for either the current or prior quarter is less than $2,500 and you did not incur a $100,000 next‐day deposit obligation.",,,,,,,,,,,,
Under what conditions should you use the semiweekly or monthly deposit rules to avoid an FTD penalty?,"If you are unsure that your total tax liability for the current quarter will be less than $2,500 and your liability for the prior quarter was not less than $2,500, you should make deposits using the semiweekly or monthly rules to avoid an FTD penalty.",,,,,,,,,,,,
What is the tax liability threshold for Form 943 that affects your deposit method?,"If your Form 943 total tax liability for the year is less than $2,500, you fall below the threshold; however, if you are unsure you will report less than $2,500, you should deposit under the rules outlined to avoid an FTD penalty.",,,,,,,,,,,,
What are the conditions related to Form 944 for the fourth quarter's deposits?,"For Form 944, if your annual total tax liability is less than $2,500, or if it is $2,500 or more but you have already deposited taxes for the first, second, and third quarters, and your net tax for the fourth quarter is less than $2,500 with a full payment made with a timely filed return, then the conditions are met to avoid additional penalties.",,,,,,,,,,,,
When is full payment of the fourth quarter tax due?,Full payment of the fourth quarter tax is made when you file a timely return stating that you are paying in full the tax owed for that quarter.,,,,,,,,,,,,
"What deposit requirement applies if your total Form 945 tax liability is less than $2,500?","If your Form 945 total tax liability (line 3) for the year is less than $2,500, you are not required to make deposits during the year; however, if you are unsure that your liability will be below $2,500, you must deposit per the rules to avoid an FTD penalty.",,,,,,,,,,,,
"How should employers manage deposits when dealing with both payroll and nonpayroll tax liabilities, including for farmworkers?","Employers must keep nonpayroll (Form 945) tax liabilities separate from payroll tax withholdings, avoid combining deposits for Forms 941 (or Forms 943 or 944) with Form 945, and treat employment taxes for farmworkers (Form 943 taxes) separately from those for nonfarm workers.",,,,,,,,,,,,
How must you handle employment taxes when you have both farm and nonfarm workers?,"You must treat employment taxes for farmworkers (Form 943 taxes) separately from those for nonfarm workers (Form 941/944 taxes), and they aren’t combined for deposit schedule rules.",,,,,,,,,,,,
"What should you do if you are a monthly schedule depositor for both types of taxes with a tax liability of $1,500 on Form 941/944 and $1,200 on Form 943?","You must deposit the $1,500 and $1,200 separately by May 15 using separate transactions, one for each type of tax.",,,,,,,,,,,,
"What factors determine the deposit deadlines for social security, Medicare, and withheld federal income taxes?",The deposit deadlines depend on the deposit schedules (monthly or semi-weekly) and are determined by the dates payments were made or wages were paid.,,,,,,,,,,,,
How is your deposit schedule determined according to the text?,"It’s determined based on the total tax liability reported on Forms 941 (line 12), 943 (line 13), 944 (line 9), or 945 (line 3) during a designated lookback period.",,,,,,,,,,,,
Does the deposit schedule depend on how often employees are paid or deposits are made?,"No, the deposit schedule is not determined by how often you pay your employees or make deposits.",,,,,,,,,,,,
Do the rules described in the text apply to FUTA tax deposits?,"No, these rules do not apply to FUTA tax; see section 14 for information on depositing FUTA tax.",,,,,,,,,,,,
How is the deposit schedule determined for a Form 941 filer using the lookback period?,"It is based on the total taxes reported on Form 941, line 12, during a four‐quarter lookback period that begins on July 1 and ends on June 30; if $50,000 or less in taxes were reported, the filer is on a monthly schedule, and if more than $50,000 were reported, the filer is on a semiweekly schedule.",,,,,,,,,,,,
What are the key dates of the lookback period for a calendar year 2025 Form 941 filer?,"For calendar year 2025, the lookback period begins on July 1, 2023, and ends on June 30, 2024, with quarter-end dates occurring on Sept. 30, 2023; Dec. 31, 2023; Mar. 31, 2024; and June 30, 2024.",,,,,,,,,,,,
How is the deposit schedule determined for Form 943 or Form 944 filers?,"For a Form 943 or Form 944 filer (for the current year or either of the preceding two years), the deposit schedule for a calendar year is determined from the total taxes reported during the second preceding calendar year on their applicable forms.",,,,,,,,,,,,
What lookback period applies for Form 943/944 and Form 945 filers when determining the deposit schedule for 2025?,"For Form 943 or Form 944 filers, the lookback period for 2025 is calendar year 2023; for Form 945 filers, the deposit schedule is based on the total taxes reported on line 3 of Form 945 for the second preceding calendar year, with the lookback period for 2025 also being calendar year 2023.",,,,,,,,,,,,
How is it determined whether a filer is a monthly or semiweekly schedule depositor?,"If a filer reported $50,000 or less of taxes for the lookback period, they are on a monthly schedule; if they reported more than $50,000, they are on a semiweekly schedule.",,,,,,,,,,,,
How is the total tax liability for the lookback period calculated and what impact does the credit for qualified sick and family leave wages have on it?,"The total tax liability is calculated based on the amounts reported on Forms 941 (line 12), 943 (line 13), or 944 (line 9), and it is not reduced by the refundable portion of the credit for qualified sick and family leave wages.",,,,,,,,,,,,
Which form adjustments do not affect the lookback period's tax liability?,"Adjustments made on Form 941-X, Form 943-X, Form 944-X, and Form 945-X do not affect the amount of tax liability for previous periods for the purposes of the lookback rule.",,,,,,,,,,,,
How does an adjustment made after the lookback period impact the employer's reported tax liability for determining the deposit schedule?,"The adjustment, such as correcting an understatement by filing Form 941-X, is not treated as part of the lookback period tax liability or the next year's taxes, and therefore does not affect the deposit schedule which is based on the originally reported amounts.",,,,,,,,,,,,
What is the deposit period for monthly schedule depositors?,"For monthly schedule depositors, the deposit period is a calendar month.",,,,,,,,,,,,
"According to the text, on which days are depositors expected to make deposits?",Depositors are expected to make deposits Wednesday through Friday and Saturday through Tuesday.,,,,,,,,,,,,
How do the deposit rules apply to an agent with an approved Form 2678?,The deposit rules apply to an agent with an approved Form 2678 based on the total employment taxes accumulated for their own employees and on behalf of all employers for whom they’re authorized to act.,,,,,,,,,,,,
What are the criteria and deadline for being a monthly schedule depositor as outlined in the text?,"For Form 941 filers, you qualify as a monthly schedule depositor for a calendar year if the total taxes on Form 941, line 12, for the four quarters in your lookback period were $50,000 or less; for Form 943, Form 944, or Form 945 filers, the same $50,000 threshold applies based on the tax amounts reported on Form 943, line 13; Form 944, line 9; or Form 945, line 3, respectively. Under the monthly deposit schedule, employment taxes on payments made during a month must be deposited by the 15th day of the following month.",,,,,,,,,,,,
How is a new employer's tax liability used to determine the deposit schedule for Form 941 filers?,"For Form 941 filers who are new employers, any tax liability for any quarter in the lookback period before starting or acquiring the business is considered zero, making them monthly schedule depositors for their first calendar year.",,,,,,,,,,,,
"What deposit schedule applies to new employers filing Form 943, Form 944, or Form 945, and how is it determined?","For these filers, the tax liability in the lookback period is considered zero, which means they are monthly schedule depositors for the first and second calendar years of their business.",,,,,,,,,,,,
When is a Form 941 filer required to use a semiweekly deposit schedule?,"A Form 941 filer must follow a semiweekly deposit schedule for a calendar year if the total taxes on Form 941, line 12, during their lookback period exceed $50,000.",,,,,,,,,,,,
What condition makes a filer a semiweekly schedule depositor for a calendar year?,"A filer is considered a semiweekly schedule depositor if the total taxes on Form 943, line 13; Form 944, line 9; or Form 945, line 3 during the lookback period exceed $50,000.",,,,,,,,,,,,
What are the deposit deadlines for employment taxes when payments are made on different days of the week under the semiweekly deposit schedule?,"For payments made on Wednesday, Thursday, or Friday, employment taxes must be deposited by the following Wednesday; for payments made on Saturday, Sunday, Monday, or Tuesday, taxes must be deposited by the following Friday.",,,,,,,,,,,,
"Which supplemental form must a semiweekly schedule depositor complete if filing Form 945, and where should it be submitted?","If filing Form 945, a semiweekly schedule depositor must complete Form 945-A, Annual Record of Federal Tax Liability, and submit it with Form 945.",,,,,,,,,,,,
What form must a semiweekly schedule depositor complete and submit with their return?,"They must complete Form 945-A, Annual Record of Federal Tax Liability, and submit it with their return.",,,,,,,,,,,,
What must you do if you have more than one pay date during a semiweekly period and the pay dates fall in different calendar quarters?,You must make separate deposits for the liabilities corresponding to the different quarters.,,,,,,,,,,,,
"When a semiweekly deposit period spans two return periods for Form 943, Form 944, or Form 945 filers, what is the return period?",The return period is the calendar year.,,,,,,,,,,,,
What should you do if you have more than one pay date during a semiweekly period and the pay dates fall into different return periods?,"You must make separate deposits for the liabilities of each return period, since each period’s accumulated taxes require its own deposit obligation.",,,,,,,,,,,,
What are the key steps to determine your deposit schedule according to the text?,"First, identify your lookback period; second, add the total taxes reported on the applicable forms during that period; and third, use the total to decide if you are a monthly or semiweekly schedule depositor.",,,,,,,,,,,,
How do you determine whether you are a monthly or semiweekly schedule depositor?,"If your total taxes reported in the lookback period are $50,000 or less, you are a monthly schedule depositor; if they exceed $50,000, you are a semiweekly schedule depositor.",,,,,,,,,,,,
What determines whether Rose Co. is a monthly or semiweekly schedule depositor?,"Rose Co.’s depositor classification depends on its tax liability during its lookback period; for 2024, because the total taxes for the lookback period (third quarter 2022 through second quarter 2023) were not more than $50,000, it is classified as a monthly schedule depositor, while for 2025, because the total taxes for the lookback period (third quarter 2023 through second quarter 2024) exceeded $50,000, it becomes a semiweekly schedule depositor.",,,,,,,,,,,,
How did Red Co.’s reported taxes affect its depositor schedule for 2025 and 2026?,"Red Co. reported $48,000 in taxes for calendar year 2023, so for 2025 it is a monthly schedule depositor because the amount wasn’t more than $50,000; however, after reporting $60,000 in taxes for calendar year 2024, it becomes a semiweekly schedule depositor for 2026 since that total exceeded $50,000.",,,,,,,,,,,,
What are the quarterly tax amounts and totals for Rose Co. during its lookback periods for 2024 and 2025?,"In the 2024 lookback period (third quarter 2022 through second quarter 2023), each quarter had $12,000 in taxes, totaling $48,000. In the 2025 lookback period (third quarter 2023 through second quarter 2024), three quarters reported $12,000 each and the fourth quarter reported $15,000, totaling $51,000.",,,,,,,,,,,,
"What is the lookback period amount for calendar year 2024, and what threshold must it exceed?","The lookback period is $60,000 for calendar year 2024, and it must exceed $50,000.",,,,,,,,,,,,
Under what condition is a deposit considered timely when it falls on a non-business day?,"If a deposit is required on a day that isn’t a business day, it is considered timely if made by the close of the next business day.",,,,,,,,,,,,
"How many business days do semiweekly schedule depositors have to make their deposit, and what adjustment is made if any of these days is a legal holiday?","Semiweekly schedule depositors have at least 3 business days to make a deposit; if any of these days is a legal holiday, an additional day is granted for each legal holiday.",,,,,,,,,,,,
What adjustment is allowed when a required deposit day falls on a legal holiday?,"If a required deposit day falls on a legal holiday, the deposit may be made on the next business day, ensuring there are 3 business days available to make the deposit (as illustrated in the example where a semiweekly schedule depositor makes the deposit on Thursday instead of Wednesday).",,,,,,,,,,,,
"How is the term ""legal holiday"" defined in the text?","""Legal holiday"" is defined as any legal holiday in the District of Columbia, and for deposit rule purposes, it does not include other statewide legal holidays.",,,,,,,,,,,,
"What do the terms ""monthly schedule depositor"" and ""semiweekly schedule depositor"" indicate?","These terms indicate which set of deposit rules a taxpayer must follow when an employment tax liability arises, and they do not refer to how often a business pays its employees or makes deposits.",,,,,,,,,,,,
What basis is used to determine the deposit rules for employment tax liabilities?,"The deposit rules are based on the dates when wages are paid (cash basis), not on when tax liabilities are accrued for accounting purposes.",,,,,,,,,,,,
How does Spruce Co. apply the monthly deposit schedule concerning March and April wage payments?,"Spruce Co. paid wages each Friday during March, so it must deposit the combined tax liabilities for March by April 15; since no wages were paid in April, there is no deposit requirement for that month.",,,,,,,,,,,,
"How does Green, Inc., manage its deposits under a semiweekly schedule despite paying wages only once a month?","Even though Green, Inc. is on a semiweekly schedule, because it pays wages only on the last Friday of the month, its tax liability for the May 30, 2025, payday must be deposited by June 4, 2025.",,,,,,,,,,,,
"When must Green, Inc.'s tax liability for the May 30, 2025 (Friday) payday be deposited?","It must be deposited by June 4, 2025 (Wednesday).",,,,,,,,,,,,
"Under the semiweekly deposit schedule, which wages’ tax liabilities must be deposited by the following Wednesday?",Liabilities for wages paid on Wednesday through Friday must be deposited by the following Wednesday.,,,,,,,,,,,,
"What does the $100,000 Next-Day Deposit Rule require and how is tax accumulation managed across deposit periods?","If you accumulate $100,000 or more in taxes on any day during a monthly or semiweekly deposit period, you must deposit the tax by the next business day. Additionally, once a deposit period ends, you stop accumulating tax liability, meaning amounts accumulated in a new deposit period are treated separately even if the previous period’s total was close to $100,000.",,,,,,,,,,,,
"What must a depositor do once they accumulate at least $100,000 in a deposit period?","They must stop accumulating at the end of that day and begin accumulating anew on the next day, depositing the amount according to the required schedule.",,,,,,,,,,,,
"How does Fir Co. handle its tax deposits when accumulating amounts above and below $100,000?","Fir Co., as a semiweekly schedule depositor, accumulated $110,000 on Monday and had to deposit it on Tuesday; then on Tuesday, it accumulated $30,000, which being less than $100,000 (and separate from the $110,000 already deposited) must be deposited by Friday.",,,,,,,,,,,,
"What change occurs for monthly schedule depositors who accumulate a $100,000 tax liability during a deposit period?",They become semiweekly schedule depositors on the next day and remain so for at least the rest of the calendar year and for the following calendar year.,,,,,,,,,,,,
"What event caused Elm, Inc. to change its deposit schedule to a semi-weekly schedule?","Accumulating a $100,000 tax liability on May 9 caused Elm, Inc. to switch from a monthly to a semi-weekly schedule depositor on May 10.",,,,,,,,,,,,
"By when is Elm, Inc. required to deposit the $100,000 tax liability?","Elm, Inc. is required to deposit the $100,000 tax liability by Monday, May 12, which is the next business day following the accumulation.",,,,,,,,,,,,
"How does the lookback period affect Elm, Inc.'s initial deposit schedule, and what change occurs when the liability threshold is met?","Because it was the business's first year, the lookback period tax liability was zero, making it a monthly schedule depositor initially. However, after reaching a $100,000 liability, it became a semi-weekly schedule depositor for the remainder of 2025 and for 2026.",,,,,,,,,,,,
What conditions must be met to avoid penalties for depositing less than 100% of the required amount?,"Penalties are avoided if any deposit shortfall does not exceed the greater of $100 or 2% of the taxes required to be deposited, and the shortfall is paid or deposited by the designated shortfall makeup date.",,,,,,,,,,,,
What is the procedure for making up a deposit shortfall for monthly schedule depositors?,"For monthly schedule depositors, the deposit shortfall must be deposited or paid with the tax return by the due date of the return for the period in which the shortfall occurred, even if the shortfall is $2,500 or more.",,,,,,,,,,,,
What is the procedure for making up a deposit shortfall for semiweekly schedule depositors?,"For semiweekly schedule depositors, the shortfall must be deposited by the earlier of: (a) the first Wednesday or Friday (whichever comes first) on or after the 15th day of the month following the month in which the shortfall occurred, or (b) the due date of the tax return for the period of the tax liability.",,,,,,,,,,,,
"What happens if a shortfall occurs on October 1, 2025, regarding the deposit due date?","If the shortfall occurs on the required October 1, 2025 deposit date for the September 26, 2025 pay date, then because the return due date (October 31, 2025) comes before the shortfall makeup date (November 19, 2025), the shortfall must be deposited by October 31, 2025.",,,,,,,,,,,,
"How must employment taxes, including Form 945 taxes, be deposited?","Employment taxes, including Form 945 taxes, must be deposited electronically via Electronic Funds Transfer (EFT).",,,,,,,,,,,,
What is EFTPS and how can someone obtain more information or enroll in it?,"EFTPS is a free service provided by the Department of the Treasury used for making electronic tax deposits; more information can be obtained by visiting EFTPS.gov or by calling the provided numbers (800-555-4477, 800-244-4829 for Spanish, or 303-967-5916 for toll calls).",,,,,,,,,,,,
What are the contact options provided for EFTPS?,"You can visit EFTPS.gov or call one of the following numbers: 800-555-4477, 800-244-4829 (for Spanish speakers), or 303-967-5916 (toll call). Additional EFTPS information is available in Pub. 966.",,,,,,,,,,,,
What instructions are given to new employers regarding EFTPS enrollment when they receive their EIN?,"New employers who indicated a federal tax obligation when requesting an EIN are pre-enrolled in EFTPS. They will receive Express Enrollment information in their EIN Package along with an additional mailing containing their EFTPS PIN and activation instructions. They must call the toll-free number in the “How to Activate Your Enrollment” brochure to activate their enrollment and begin making payroll tax deposits, and they should inform any third-party payroll service providers of their enrollment.",,,,,,,,,,,,
"How can individuals who are deaf, hard of hearing, or have a speech disability contact EFTPS?",They should dial 711 to reach the Telecommunications Relay Service (TRS) and then provide the TRS assistant with either the number 800-555-4477 or 800-733-4829 to contact EFTPS.,,,,,,,,,,,,
What does the text indicate about EFTPS enrollment and the record provided for each payment?,"The text states that when you enroll in EFTPS, you should inform the agent about your EFTPS enrollment, and with each successful payment, an EFTTRace Number is provided which can serve as a receipt or be used to trace the payment.",,,,,,,,,,,,
"How can you ensure that deposits made via EFTPS are considered ""on time""?","To be on time, deposits must be submitted by 8 p.m. Eastern time the day before the deposit is due; note that if you use a third party, they may have different cutoff times.",,,,,,,,,,,,
What alternative option does the text provide if you miss the EFTPS cutoff time for deposits?,"If you miss the EFTPS cutoff, you can still make a same-day deposit using the Federal Tax Collection Service (FTCS) via wire payment, provided you have made prior arrangements with your financial institution to confirm availability, deadlines, and any associated fees.",,,,,,,,,,,,
What information does the text provide regarding same-day wire payments?,The text mentions that payments made by this method may incur a fee and advises visiting IRS.gov/SameDayWire to learn more about the required information to supply to your financial institution.,,,,,,,,,,,,
How can a taxpayer claim credit for overpayments according to the text?,"If a taxpayer deposits more than the required amount of taxes for a quarter, they can choose on Form 941 (or on Form 943, Form 944, or Form 945 for that year) to have the overpayment either refunded or applied as a credit to the next return.",,,,,,,,,,,,
What details does the text provide about deposit penalties?,"The text explains that penalties may apply if required deposits are not made on time or are for less than the required amounts, with specific information provided for Form 941; however, these rules also apply to Form 943, Form 944, and Form 945, and no penalties apply if the employer meets exceptions mentioned under Payment with return.",,,,,,,,,,,,
What instruction is given regarding the printing of the type and rule mentioned in the text?,"The text states that the type and rule prints on all proofs, including departmental reproduction proofs, but must be removed before printing.",,,,,,,,,,,,
Under what conditions might the IRS waive the penalties for failing to make a proper and timely deposit?,"Penalties may be waived if the failure to deposit was due to reasonable cause rather than willful neglect, if you timely filed your employment tax return and inadvertently missed a deposit—either because it was the first quarter you were required to deposit or the first time after your deposit frequency changed—or if you provide an explanation upon receiving a penalty notice.",,,,,,,,,,,,
What are the net worth and size limitations for awards of administrative and litigation costs under section 7430?,"For individuals, the net worth cannot exceed $2 million, and for businesses, the net worth cannot exceed $7 million, with the additional requirement that businesses must not have more than 500 employees.",,,,,,,,,,,,
